('2462', '1', '15,11,12,3,10', '16,28,20,30,24', '39,40,0,35,37', '59,51,56,60,53', '66,68,67,72,64', '2025-03-13 18:05:28', 'Awura'),
('2626', '85', '6,15,7,5,2', '19,29,27,28,25', '42,34,0,41,40', '52,49,54,60,55', '62,61,69,67,64', '2025-03-29 18:38:19', 'Dalloo'),
('2627', '68', '3,8,9,4,7', '16,24,18,30,23', '34,40,0,41,32', '46,60,47,51,52', '69,61,63,75,74', '2025-03-29 18:38:19', 'Dalloo'),
('2628', '64', '4,2,3,6,11', '20,26,18,23,27', '41,38,0,40,34', '49,56,60,46,50', '65,67,71,64,66', '2025-03-29 18:38:19', 'Dalloo'),
('2629', '67', '7,8,15,14,5', '16,22,23,26,30', '44,39,0,32,31', '50,54,53,60,46', '61,65,66,64,67', '2025-03-29 18:38:19', 'Dalloo'),
('2630', '89', '1,11,13,15,3', '19,27,21,25,22', '32,39,0,34,40', '49,57,55,56,50', '72,65,64,69,67', '2025-03-29 18:38:19', 'Dalloo'),
('2631', '70', '4,1,7,11,13', '30,28,21,17,16', '35,40,0,41,37', '56,50,58,59,52', '72,73,67,62,75', '2025-03-29 18:38:19', 'Dalloo'),
('2632', '91', '1,7,9,10,15', '19,18,24,26,17', '33,35,0,36,32', '60,59,56,51,54', '67,66,73,72,68', '2025-03-29 18:38:19', 'Dalloo'),
('2633', '66', '9,12,4,8,14', '22,19,20,26,21', '38,39,0,33,31', '57,55,47,59,48', '61,63,65,70,73', '2025-03-29 18:38:19', 'Dalloo'),
('2634', '65', '2,4,3,1,11', '16,26,22,30,28', '42,31,0,33,44', '50,48,54,60,55', '75,68,73,63,65', '2025-03-29 18:38:19', 'Dalloo'),
('2635', '92', '4,7,1,12,3', '19,22,20,24,17', '37,45,0,32,42', '46,51,59,54,47', '72,68,70,67,69', '2025-03-29 18:38:19', 'Dalloo'),
('2636', '83', '10,2,7,15,1', '18,30,23,22,28', '38,45,0,32,44', '54,53,56,47,48', '66,68,73,64,67', '2025-03-29 18:38:19', 'Dalloo'),
('2637', '49', '2,4,5,8,14', '30,18,23,16,20', '33,37,0,42,38', '48,50,47,49,54', '74,69,71,66,73', '2025-03-29 18:38:19', 'Dalloo'),
('2638', '82', '10,14,2,11,5', '24,29,19,23,18', '35,38,0,33,32', '59,48,46,53,52', '70,61,67,71,72', '2025-03-29 18:38:19', 'Dalloo'),
('2639', '60', '7,1,6,9,12', '19,17,21,16,25', '32,39,0,45,34', '51,55,57,56,48', '64,63,75,65,67', '2025-03-29 18:38:19', 'Dalloo'),
('2640', '38', '4,6,10,13,12', '18,17,23,16,25', '39,36,0,44,33', '60,57,48,47,54', '64,73,75,67,74', '2025-03-29 18:38:19', 'Dalloo'),
('2641', '81', '5,8,1,3,11', '29,17,21,27,20', '45,35,0,36,42', '59,47,55,46,54', '69,72,74,68,73', '2025-03-29 18:38:19', 'Dalloo'),
('2642', '88', '12,3,1,6,11', '30,22,23,28,16', '37,33,0,45,41', '50,58,53,51,49', '64,75,63,65,70', '2025-03-29 18:38:19', 'Dalloo'),
('2643', '96', '6,10,3,2,11', '23,22,26,30,28', '37,44,0,42,45', '58,55,52,53,54', '74,65,62,63,75', '2025-03-29 18:38:19', 'Dalloo'),
('2644', '86', '7,9,2,13,11', '23,27,22,28,21', '31,41,0,35,44', '50,52,51,54,56', '72,75,74,64,67', '2025-03-29 18:38:19', 'Dalloo'),
('2645', '69', '11,9,14,13,3', '24,29,26,23,22', '38,37,0,31,36', '60,56,59,58,49', '72,65,61,69,63', '2025-03-29 18:38:19', 'Dalloo'),
('2646', '75', '2,3,11,13,14', '30,17,22,19,18', '45,36,0,35,44', '46,60,59,56,50', '69,61,67,66,70', '2025-03-29 18:38:19', 'Dalloo'),
('2647', '93', '8,1,6,7,12', '22,28,17,30,21', '32,39,0,35,31', '57,47,50,59,58', '64,67,68,75,65', '2025-03-29 18:38:19', 'Dalloo'),
('2648', '71', '7,13,5,2,11', '25,24,27,26,21', '37,32,0,43,42', '51,54,47,48,58', '71,62,69,61,66', '2025-03-29 18:38:19', 'Dalloo'),
('2649', '90', '5,14,13,8,3', '20,17,22,30,19', '45,37,0,40,43', '59,47,54,57,55', '62,68,65,67,70', '2025-03-29 18:38:19', 'Dalloo'),
('2650', '84', '9,3,1,6,4', '30,24,20,17,18', '34,38,0,33,42', '57,48,51,54,53', '73,72,74,69,61', '2025-03-29 18:38:19', 'Dalloo'),
('2651', '95', '13,15,5,10,9', '22,30,25,27,16', '45,41,0,37,33', '56,58,47,52,48', '74,61,73,75,70', '2025-03-29 18:38:19', 'Dalloo'),
('2652', '63', '3,15,10,14,13', '28,26,16,23,27', '34,42,0,40,45', '53,47,50,55,57', '70,67,62,71,61', '2025-03-29 18:38:19', 'Dalloo'),
('2653', '62', '11,13,5,1,7', '22,27,25,24,23', '37,40,0,38,43', '55,57,52,47,49', '67,62,68,65,74', '2025-03-29 18:38:19', 'Dalloo'),
('2654', '94', '15,5,11,8,13', '29,18,16,20,26', '45,38,0,34,36', '59,46,49,51,53', '71,72,67,61,73', '2025-03-29 18:38:19', 'Dalloo'),
('2655', '72', '12,15,1,10,9', '22,17,18,28,23', '42,37,0,45,38', '48,46,47,58,57', '65,62,70,72,69', '2025-03-29 18:38:19', 'Dalloo'),
('2656', '87', '6,7,11,9,3', '28,27,19,26,22', '32,33,0,44,42', '51,58,53,52,57', '70,67,61,73,74', '2025-03-29 18:38:19', 'Dalloo'),
('2657', '97', '5,2,13,10,14', '29,21,23,28,19', '32,36,0,45,40', '53,60,48,50,58', '67,61,66,71,72', '2025-03-29 18:38:19', 'Dalloo'),
('2658', '24', '9,3,2,11,14', '27,16,21,29,30', '40,32,0,45,42', '52,55,54,58,60', '72,70,67,64,61', '2025-03-29 18:38:19', 'Dalloo'),
('2659', '102', '10,3,13,4,2', '26,27,23,30,19', '41,37,0,44,31', '59,53,52,51,49', '71,66,70,61,62', '2025-03-29 18:38:20', 'Dalloo'),
('2660', '99', '1,4,8,7,12', '18,21,23,16,25', '40,42,0,36,35', '48,54,59,56,58', '70,62,65,64,73', '2025-03-29 18:38:20', 'Dalloo'),
('2661', '101', '4,10,13,1,12', '26,27,21,19,30', '35,43,0,33,37', '54,49,60,48,57', '74,70,75,65,62', '2025-03-29 18:38:20', 'Dalloo'),
('2662', '103', '15,7,3,4,1', '20,23,16,29,22', '41,44,0,37,38', '54,53,56,58,51', '75,63,73,72,71', '2025-03-29 18:38:20', 'Dalloo'),
('2663', '98', '4,1,12,7,14', '25,17,28,22,30', '42,35,0,31,38', '50,57,58,51,59', '69,67,63,75,74', '2025-03-29 18:38:20', 'Dalloo'),
('2664', '109', '4,13,14,1,15', '18,16,24,22,28', '43,36,0,32,39', '50,55,46,47,56', '61,64,73,62,68', '2025-03-29 18:38:20', 'Dalloo'),
('2665', '104', '14,4,6,12,11', '17,27,22,20,24', '45,34,0,36,35', '51,54,47,55,48', '74,63,62,73,70', '2025-03-29 18:38:20', 'Dalloo'),
('2666', '106', '14,13,11,12,10', '17,22,18,21,20', '33,40,0,44,32', '55,57,51,54,49', '71,72,63,62,75', '2025-03-29 18:38:20', 'Dalloo'),
('2667', '105', '8,9,7,6,12', '20,30,29,16,18', '36,38,0,37,32', '50,54,52,53,55', '72,62,74,66,68', '2025-03-29 18:38:20', 'Dalloo'),
('2668', '107', '7,13,15,6,4', '28,25,27,17,26', '39,37,0,38,36', '46,54,59,58,48', '65,62,73,67,70', '2025-03-29 18:38:20', 'Dalloo'),
('2669', '100', '14,7,3,10,13', '16,24,21,25,19', '33,38,0,35,39', '47,60,51,46,50', '66,63,74,67,61', '2025-03-29 18:38:20', 'Dalloo'),
('2670', '110', '4,9,2,7,14', '20,21,26,23,28', '32,41,0,39,38', '46,53,58,52,57', '69,75,67,72,65', '2025-03-29 18:38:20', 'Dalloo'),
('2671', '115', '15,11,8,9,2', '27,25,17,22,26', '35,34,0,31,43', '53,60,48,54,50', '71,66,63,69,62', '2025-03-29 18:38:20', 'Dalloo'),
('2672', '113', '11,8,12,15,6', '16,20,24,28,25', '34,33,0,44,32', '59,51,48,60,53', '69,67,65,68,73', '2025-03-29 18:38:20', 'Dalloo'),
('2673', '112', '4,9,14,13,15', '30,26,29,23,21', '44,34,0,37,36', '55,58,47,48,51', '71,62,74,68,61', '2025-03-29 18:38:20', 'Dalloo'),
('2674', '121', '12,2,9,7,8', '23,21,16,28,27', '45,31,0,36,35', '55,48,59,49,53', '64,65,69,75,73', '2025-03-29 18:38:20', 'Dalloo'),
('2675', '116', '10,6,3,4,9', '30,25,18,21,29', '36,43,0,38,31', '52,53,47,50,59', '71,62,72,66,67', '2025-03-29 18:38:20', 'Dalloo'),
('2676', '108', '10,1,5,12,6', '22,16,24,18,28', '35,37,0,41,40', '56,49,53,48,52', '71,72,66,61,68', '2025-03-29 18:38:20', 'Dalloo'),
('2677', '114', '4,10,15,3,2', '30,26,20,22,18', '44,42,0,32,33', '59,51,50,46,56', '73,70,68,69,66', '2025-03-29 18:38:20', 'Dalloo'),
('2678', '122', '10,3,4,9,11', '27,29,25,23,17', '43,35,0,39,33', '56,49,46,54,48', '63,71,75,69,66', '2025-03-29 18:38:20', 'Dalloo'),
('2679', '123', '6,10,12,13,15', '16,26,20,22,19', '43,44,0,31,32', '53,60,57,48,46', '67,71,68,72,74', '2025-03-29 18:38:20', 'Dalloo'),
('2680', '117', '12,13,7,4,2', '29,28,27,25,19', '31,34,0,33,36', '54,55,47,46,52', '73,62,75,70,65', '2025-03-29 18:38:20', 'Dalloo'),
('2681', '127', '12,6,11,2,7', '18,19,28,17,20', '38,32,0,41,40', '57,59,48,53,46', '63,74,67,69,61', '2025-03-29 18:38:20', 'Dalloo'),
('2682', '124', '3,15,4,14,10', '26,21,16,18,25', '36,45,0,39,38', '49,59,51,52,46', '72,69,70,71,66', '2025-03-29 18:38:20', 'Dalloo'),
('2683', '120', '7,13,3,4,6', '23,20,17,25,30', '44,40,0,39,37', '52,47,49,48,59', '62,67,71,68,72', '2025-03-29 18:38:20', 'Dalloo'),
('2684', '125', '7,15,13,3,6', '29,27,30,20,26', '42,38,0,43,41', '57,60,49,51,48', '75,65,67,64,68', '2025-03-29 18:38:20', 'Dalloo'),
('2685', '126', '4,15,8,3,10', '19,30,20,29,21', '35,37,0,34,39', '50,48,58,47,54', '70,66,67,64,61', '2025-03-29 18:38:20', 'Dalloo'),
('2686', '119', '3,5,1,12,11', '29,20,23,26,18', '45,39,0,38,43', '47,50,49,52,60', '75,71,61,66,64', '2025-03-29 18:38:20', 'Dalloo'),
('2687', '111', '14,11,8,10,15', '22,17,28,29,20', '44,33,0,40,39', '50,46,47,52,56', '65,74,67,72,63', '2025-03-29 18:38:20', 'Dalloo'),
('2688', '118', '1,5,15,8,4', '24,16,26,23,17', '31,34,0,44,45', '60,57,51,50,47', '63,61,74,70,65', '2025-03-29 18:38:20', 'Dalloo'),
('2689', '128', '9,13,3,2,4', '22,21,17,18,30', '42,40,0,41,35', '53,48,60,54,58', '63,66,61,64,74', '2025-03-29 18:38:20', 'Dalloo'),
('2690', '131', '14,12,15,6,5', '26,28,17,19,20', '43,38,0,35,34', '50,59,51,49,56', '65,61,69,63,64', '2025-03-29 18:38:20', 'Dalloo'),
('2691', '133', '13,12,2,14,5', '17,25,28,18,30', '33,41,0,37,35', '46,60,51,56,57', '62,70,66,67,75', '2025-03-29 18:38:20', 'Dalloo'),
('2692', '132', '4,8,2,5,6', '16,24,23,21,18', '44,43,0,35,33', '53,46,55,49,47', '65,66,64,70,72', '2025-03-29 18:38:20', 'Dalloo'),
('2693', '130', '5,9,11,1,10', '19,21,25,17,26', '40,31,0,33,41', '50,46,54,59,60', '64,73,68,61,63', '2025-03-29 18:38:20', 'Dalloo'),
('2694', '134', '1,9,3,15,10', '18,29,20,26,19', '38,37,0,36,35', '51,48,60,49,53', '67,75,69,65,68', '2025-03-29 18:38:20', 'Dalloo'),
('2695', '129', '6,13,8,5,15', '25,22,21,28,18', '39,31,0,41,38', '55,54,57,56,46', '64,63,66,62,74', '2025-03-29 18:38:20', 'Dalloo'),
('2696', '137', '11,12,4,7,9', '25,28,26,30,27', '35,37,0,32,36', '60,59,49,54,53', '62,71,74,64,72', '2025-03-29 18:38:20', 'Dalloo'),
('2697', '136', '7,10,14,11,3', '22,20,25,16,23', '43,36,0,40,44', '57,60,50,49,47', '64,70,65,61,62', '2025-03-29 18:38:20', 'Dalloo'),
('2698', '140', '11,2,8,10,6', '30,20,17,18,24', '36,31,0,35,37', '48,53,51,47,57', '63,75,66,62,61', '2025-03-29 18:38:20', 'Dalloo'),
('2699', '135', '6,1,10,12,13', '22,30,26,20,29', '35,43,0,37,32', '60,52,49,59,58', '75,65,66,70,68', '2025-03-29 18:38:20', 'Dalloo'),
('2700', '138', '5,8,10,4,9', '21,17,29,16,25', '36,45,0,37,33', '46,59,48,56,51', '74,63,69,64,75', '2025-03-29 18:38:20', 'Dalloo'),
('2701', '139', '14,12,9,5,13', '27,19,29,26,22', '37,36,0,31,42', '53,47,48,52,57', '64,69,63,66,73', '2025-03-29 18:38:20', 'Dalloo'),
('2702', '146', '8,5,7,14,3', '22,21,28,19,18', '34,37,0,36,31', '54,51,50,59,60', '63,74,65,68,67', '2025-03-29 18:38:20', 'Dalloo'),
('2703', '152', '9,12,5,15,8', '28,29,21,23,25', '34,32,0,37,31', '53,60,48,57,52', '69,64,63,67,65', '2025-03-29 18:38:20', 'Dalloo'),
('2704', '165', '9,7,8,10,4', '17,27,21,24,22', '43,44,0,32,37', '46,53,48,60,51', '61,72,73,75,64', '2025-03-29 18:38:20', 'Dalloo'),
('2705', '142', '7,6,4,10,3', '26,22,18,23,27', '32,41,0,42,45', '51,60,53,59,49', '73,70,66,68,65', '2025-03-29 18:38:20', 'Dalloo'),
('2706', '141', '3,11,4,1,2', '30,24,28,29,21', '42,36,0,34,41', '58,50,60,57,56', '69,64,68,63,67', '2025-03-29 18:38:20', 'Dalloo'),
('2707', '144', '4,5,9,7,11', '23,27,29,19,22', '31,41,0,44,43', '51,54,52,59,50', '66,69,68,75,64', '2025-03-29 18:38:20', 'Dalloo'),
('2708', '148', '15,10,1,9,3', '26,21,23,18,20', '36,44,0,37,42', '60,54,53,57,56', '61,74,75,62,68', '2025-03-29 18:38:20', 'Dalloo'),
('2709', '147', '7,5,10,3,8', '30,29,20,28,26', '39,40,0,37,45', '47,50,59,52,48', '67,62,64,69,61', '2025-03-29 18:38:20', 'Dalloo'),
('2710', '145', '15,8,10,11,9', '17,24,29,22,19', '38,34,0,33,44', '59,46,56,57,52', '61,67,75,64,72', '2025-03-29 18:38:20', 'Dalloo'),
('2711', '177', '2,7,8,14,13', '29,22,26,27,21', '34,37,0,45,44', '60,55,56,50,48', '61,69,71,73,74', '2025-03-29 18:38:20', 'Dalloo'),
('2712', '157', '3,11,1,9,6', '17,16,23,24,22', '31,41,0,44,39', '53,55,49,50,58', '65,71,61,67,62', '2025-03-29 18:38:20', 'Dalloo'),
('2713', '153', '15,3,12,8,9', '27,16,28,26,25', '37,34,0,33,44', '50,51,49,58,54', '72,71,66,64,70', '2025-03-29 18:38:20', 'Dalloo'),
('2714', '150', '2,8,12,10,3', '18,23,29,24,28', '35,34,0,33,37', '59,46,57,50,56', '69,61,63,75,71', '2025-03-29 18:38:20', 'Dalloo'),
('2715', '143', '13,9,8,14,10', '30,26,25,19,27', '41,40,0,34,39', '58,53,46,60,47', '61,72,71,64,67', '2025-03-29 18:38:20', 'Dalloo'),
('2716', '154', '7,1,4,9,10', '23,25,17,22,19', '41,35,0,43,40', '52,51,47,50,48', '66,64,65,62,73', '2025-03-29 18:38:20', 'Dalloo'),
('2717', '151', '4,13,15,14,3', '24,18,26,22,25', '44,31,0,43,33', '50,53,58,55,49', '67,74,71,66,69', '2025-03-29 18:38:20', 'Dalloo'),
('2718', '149', '7,15,3,8,14', '30,19,27,23,24', '43,40,0,44,33', '56,52,51,47,53', '70,72,61,62,65', '2025-03-29 18:38:20', 'Dalloo'),
('2719', '155', '13,8,11,15,9', '30,16,29,27,24', '43,33,0,36,37', '58,50,46,59,57', '75,68,63,67,73', '2025-03-29 18:38:20', 'Dalloo'),
('2720', '156', '4,14,9,1,8', '22,29,17,23,20', '37,33,0,39,31', '54,48,59,52,50', '64,72,65,73,67', '2025-03-29 18:38:20', 'Dalloo'),
('2721', '160', '9,11,13,6,8', '23,19,29,20,21', '31,35,0,32,38', '57,56,60,55,47', '64,70,63,62,72', '2025-03-29 18:38:20', 'Dalloo'),
('2722', '161', '2,15,13,9,12', '26,29,30,23,25', '35,33,0,44,43', '47,59,48,46,58', '66,72,68,75,62', '2025-03-29 18:38:20', 'Dalloo'),
('2723', '159', '8,9,2,13,7', '29,20,22,25,18', '33,40,0,44,41', '56,50,59,54,52', '64,72,73,65,67', '2025-03-29 18:38:20', 'Dalloo'),
('2724', '164', '9,8,12,10,11', '20,24,28,16,25', '44,38,0,42,43', '56,52,49,53,55', '74,73,75,65,61', '2025-03-29 18:38:20', 'Dalloo'),
('2725', '158', '7,9,12,3,5', '29,23,19,25,26', '40,41,0,36,33', '48,50,60,46,57', '63,70,66,75,67', '2025-03-29 18:38:20', 'Dalloo'),
('2726', '167', '9,15,3,1,14', '30,25,26,27,22', '42,39,0,36,31', '57,59,52,58,55', '66,71,67,69,75', '2025-03-29 18:38:20', 'Dalloo'),
('2727', '171', '7,15,1,2,5', '22,30,25,16,29', '34,35,0,31,32', '50,59,60,53,46', '75,61,68,73,69', '2025-03-29 18:38:20', 'Dalloo'),
('2728', '166', '9,6,3,14,4', '17,27,18,24,25', '31,37,0,34,43', '55,46,58,49,47', '64,72,70,69,63', '2025-03-29 18:38:20', 'Dalloo'),
('2729', '162', '1,13,15,5,11', '27,24,19,16,28', '42,45,0,38,34', '48,51,55,56,49', '71,75,63,73,70', '2025-03-29 18:38:20', 'Dalloo'),
('2730', '178', '11,13,9,3,8', '18,26,21,24,25', '39,40,0,35,33', '55,56,50,57,60', '69,65,67,63,64', '2025-03-29 18:38:20', 'Dalloo'),
('2731', '176', '8,6,5,4,10', '30,23,19,27,22', '33,43,0,39,32', '58,53,47,51,59', '74,67,70,65,73', '2025-03-29 18:38:20', 'Dalloo'),
('2732', '170', '3,11,14,2,13', '16,18,29,20,25', '41,45,0,36,34', '55,47,60,46,49', '66,65,70,63,67', '2025-03-29 18:38:20', 'Dalloo'),
('2733', '174', '14,13,5,1,10', '25,29,27,19,26', '44,43,0,36,39', '57,51,56,58,55', '66,61,64,69,74', '2025-03-29 18:38:20', 'Dalloo'),
('2734', '163', '2,5,13,7,1', '26,25,20,21,17', '34,38,0,40,37', '58,47,56,46,50', '65,75,68,74,73', '2025-03-29 18:38:20', 'Dalloo'),
('2735', '173', '1,7,6,15,14', '30,20,23,21,18', '33,35,0,43,40', '48,55,51,59,50', '71,72,66,70,63', '2025-03-29 18:38:20', 'Dalloo'),
('2736', '175', '7,9,13,1,5', '17,29,19,30,25', '34,43,0,32,44', '58,54,56,50,48', '73,65,74,70,75', '2025-03-29 18:38:20', 'Dalloo'),
('2737', '172', '9,12,5,14,4', '19,16,27,28,20', '44,37,0,31,33', '48,50,52,59,53', '73,64,67,62,70', '2025-03-29 18:38:20', 'Dalloo'),
('2738', '168', '8,13,11,4,14', '19,26,21,25,30', '31,45,0,33,34', '57,48,56,49,59', '61,73,70,72,74', '2025-03-29 18:38:20', 'Dalloo'),
('2739', '179', '13,3,7,5,2', '20,26,27,24,25', '42,35,0,33,44', '47,48,58,50,57', '63,72,67,73,69', '2025-03-29 18:38:20', 'Dalloo'),
('2740', '181', '1,14,10,4,8', '22,30,25,19,27', '41,44,0,32,40', '47,59,58,60,49', '68,71,74,63,61', '2025-03-29 18:38:20', 'Dalloo'),
('2741', '180', '11,9,8,6,12', '27,17,29,20,24', '36,41,0,34,43', '56,60,49,54,59', '70,71,69,63,74', '2025-03-29 18:38:20', 'Dalloo'),
('2742', '185', '11,4,5,15,2', '16,20,24,23,26', '32,43,0,36,41', '46,49,48,56,50', '62,67,63,64,75', '2025-03-29 18:38:20', 'Dalloo'),
('2743', '183', '5,4,15,1,7', '19,23,28,27,16', '44,35,0,39,43', '57,55,46,47,52', '64,70,73,68,61', '2025-03-29 18:38:20', 'Dalloo'),
('2744', '169', '10,3,8,12,11', '23,28,29,21,30', '42,34,0,39,44', '53,60,54,52,46', '69,73,75,62,72', '2025-03-29 18:38:20', 'Dalloo'),
('2745', '189', '3,4,11,2,6', '26,23,20,29,25', '41,45,0,35,36', '48,52,60,47,53', '64,65,61,69,66', '2025-03-29 18:38:20', 'Dalloo'),
('2746', '184', '3,1,11,13,2', '16,19,21,28,18', '44,32,0,41,39', '51,48,59,56,60', '70,61,75,65,68', '2025-03-29 18:38:20', 'Dalloo'),
('2747', '190', '10,14,7,1,4', '17,25,16,18,19', '39,43,0,37,42', '53,57,52,51,48', '66,68,63,61,73', '2025-03-29 18:38:20', 'Dalloo'),
('2748', '197', '4,5,10,12,15', '27,22,28,26,23', '43,40,0,34,44', '55,52,48,53,60', '66,69,70,71,72', '2025-03-29 18:38:20', 'Dalloo'),
('2749', '182', '11,6,8,14,4', '22,25,27,29,16', '33,34,0,41,45', '58,53,48,54,60', '66,73,72,64,68', '2025-03-29 18:38:20', 'Dalloo'),
('2750', '191', '10,7,6,2,12', '18,20,30,17,29', '37,31,0,40,41', '51,58,60,53,54', '75,63,64,73,69', '2025-03-29 18:38:20', 'Dalloo'),
('2751', '193', '8,13,1,5,9', '16,26,25,19,27', '33,31,0,38,43', '52,54,47,58,57', '69,75,64,65,66', '2025-03-29 18:38:20', 'Dalloo'),
('2752', '192', '2,5,9,11,8', '19,18,20,27,24', '40,42,0,33,35', '50,54,48,58,51', '68,67,62,66,70', '2025-03-29 18:38:20', 'Dalloo'),
('2753', '196', '4,6,9,12,5', '18,23,16,19,20', '41,43,0,42,35', '53,59,56,60,49', '73,68,75,69,72', '2025-03-29 18:38:20', 'Dalloo'),
('2754', '194', '7,2,15,11,3', '16,17,19,22,18', '42,34,0,41,33', '48,57,56,50,60', '75,67,70,65,69', '2025-03-29 18:38:20', 'Dalloo'),
('2755', '187', '11,3,1,6,8', '17,16,28,23,29', '36,32,0,35,42', '56,54,49,58,57', '70,61,72,67,68', '2025-03-29 18:38:20', 'Dalloo'),
('2756', '186', '8,14,5,2,9', '26,23,29,19,30', '34,41,0,38,44', '48,58,51,59,50', '63,64,67,75,71', '2025-03-29 18:38:20', 'Dalloo'),
('2757', '195', '1,4,2,3,12', '28,20,17,30,22', '35,31,0,40,38', '59,56,53,48,54', '72,63,71,61,69', '2025-03-29 18:38:20', 'Dalloo'),
('2758', '188', '8,11,15,3,12', '18,19,22,28,20', '33,41,0,40,42', '57,60,48,52,47', '70,61,63,72,66', '2025-03-29 18:38:20', 'Dalloo'),
('2759', '198', '11,14,12,13,2', '20,22,24,19,27', '37,40,0,42,44', '58,54,49,53,56', '72,66,62,64,75', '2025-03-29 18:38:20', 'Dalloo'),
('2760', '200', '8,15,5,2,3', '29,28,22,17,30', '39,41,0,36,42', '60,54,55,50,47', '61,70,64,75,71', '2025-03-29 18:38:20', 'Dalloo'),
('2761', '199', '10,12,15,2,4', '28,25,18,21,27', '35,36,0,43,37', '54,46,47,50,59', '64,65,61,62,71', '2025-03-29 18:38:20', 'Dalloo'),
('2874', '1', '10,15,12,2,13', '18,23,16,17,24', '34,32,0,45,37', '46,53,47,60,52', '67,62,68,69,70', '2025-04-03 08:44:10', 'Arif'),
('2875', '2', '14,10,11,7,1', '17,21,27,18,30', '39,33,0,35,32', '56,49,54,51,59', '64,72,74,63,61', '2025-04-03 08:44:10', 'Arif'),
('2876', '5', '15,1,6,7,14', '24,28,25,18,22', '43,42,0,40,44', '57,52,56,49,47', '71,63,66,72,68', '2025-04-03 08:44:10', 'Arif'),
('2877', '4', '12,7,10,13,3', '22,25,26,29,27', '35,32,0,38,44', '47,50,52,57,50', '71,68,75,70,67', '2025-04-03 08:44:10', 'Arif'),
('2878', '3', '13,5,12,14,10', '20,21,23,27,16', '45,38,0,42,37', '56,53,46,60,59', '64,63,70,74,73', '2025-04-03 08:44:10', 'Arif'),
('2879', '6', '2,11,5,7,14', '19,17,27,23,28', '45,39,0,32,40', '56,59,51,46,47', '61,75,62,70,71', '2025-04-03 08:44:10', 'Arif'),
('2880', '7', '3,14,1,13,12', '17,24,28,29,20', '33,45,0,37,31', '51,57,58,52,53', '75,64,71,68,66', '2025-04-03 08:44:10', 'Arif'),
('2881', '11', '12,15,3,13,11', '28,29,23,18,17', '40,39,0,42,38', '59,47,49,58,53', '71,73,61,63,62', '2025-04-03 08:44:10', 'Arif'),
('2882', '10', '4,9,5,13,3', '18,23,24,16,20', '31,38,0,32,36', '46,52,49,60,53', '63,72,66,67,75', '2025-04-03 08:44:10', 'Arif'),
('2883', '12', '1,3,6,11,5', '21,23,20,19,25', '39,43,0,35,42', '56,53,48,58,49', '61,72,64,74,71', '2025-04-03 08:44:10', 'Arif'),
('2884', '8', '15,5,14,2,9', '17,20,22,19,16', '32,41,0,35,36', '58,54,46,53,59', '68,64,67,71,69', '2025-04-03 08:44:10', 'Arif'),
('2885', '9', '7,10,1,6,4', '16,29,21,26,22', '39,32,0,35,38', '59,58,53,56,50', '62,64,69,75,61', '2025-04-03 08:44:10', 'Arif'),
('2886', '14', '8,1,9,11,3', '22,20,25,16,19', '34,37,0,14,38', '57,50,58,59,56', '75,74,65,68,69', '2025-04-03 08:44:10', 'Arif'),
('2887', '15', '3,5,13,6,10', '18,29,20,19,28', '39,41,0,35,31', '54,56,52,46,59', '67,70,71,75,64', '2025-04-03 08:44:10', 'Arif'),
('2888', '13', '14,6,3,2,8', '20,25,30,16,22', '31,33,0,37,39', '56,55,47,46,52', '62,75,72,63,67', '2025-04-03 08:44:10', 'Arif'),
('2889', '17', '4,11,10,6,9', '23,20,25,17,16', '38,39,0,44,35', '57,49,46,50,54', '70,68,73,75,69', '2025-04-03 08:44:10', 'Arif'),
('2890', '16', '7,3,5,4,11', '27,18,22,23,21', '43,37,0,31,34', '57,59,60,58,46', '75,65,64,62,71', '2025-04-03 08:44:10', 'Arif'),
('2891', '19', '5,4,13,2,3', '24,17,20,28,21', '45,42,0,31,35', '54,55,60,47,52', '74,69,73,72,75', '2025-04-03 08:44:10', 'Arif'),
('2892', '18', '2,3,8,9,14', '27,28,21,18,20', '43,38,0,37,40', '60,51,55,49,46', '72,67,68,69,63', '2025-04-03 08:44:10', 'Arif'),
('2893', '23', '14,7,5,6,12', '19,18,16,27,25', '39,43,0,35,40', '51,46,60,55,53', '72,65,62,69,74', '2025-04-03 08:44:10', 'Arif'),
('2894', '20', '9,10,11,5,7', '24,27,20,19,23', '34,45,0,39,37', '51,50,55,49,48', '71,67,68,73,72', '2025-04-03 08:44:10', 'Arif'),
('2895', '21', '13,1,6,8,2', '26,30,20,23,27', '42,34,0,31,40', '56,54,58,48,49', '75,69,71,68,74', '2025-04-03 08:44:10', 'Arif'),
('2896', '24', '12,9,1,11,13', '28,16,25,29,19', '31,34,0,41,45', '60,50,57,58,54', '65,69,74,64,66', '2025-04-03 08:44:10', 'Arif'),
('2897', '25', '15,1,3,10,14', '27,24,18,29,20', '39,35,0,42,33', '51,54,56,52,46', '62,69,73,63,64', '2025-04-03 08:44:10', 'Arif'),
('2898', '22', '13,7,3,15,4', '27,29,25,17,30', '36,32,0,40,42', '58,52,46,51,55', '62,70,71,64,73', '2025-04-03 08:44:10', 'Arif'),
('2899', '32', '3,2,1,15,4', '30,25,16,29,20', '39,40,0,33,42', '52,57,60,47,50', '72,69,66,62,68', '2025-04-03 08:44:10', 'Arif'),
